Folio,Periodo,Genero,Nivel,Entrada,PNA,PAA,Admitido,PrepaTEC,Perfil,Inscrito,P_Beca,P_Prestamo,Edad,Nivel_SE,Rezago,Tipo_Zona,Solicitud_B,FGS,Papas_Exatec,Foraneo,Intencion
CHGJFFH,AD19,M,Profesional,IIT,87.8,1430,1,NO,Perfil A,Si,0.25,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJFFJ,AD19,F,Profesional,IBQ,80,1170,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFFK,AD19,M,Profesional,NEG,86.1,1200,1,NO,Perfil A,Si,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJFGB,AD19,F,Profesional,ESC,90,1380,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Sin información,No,No,Sin información,Extranjero,No aplica
CHGJFGC,AD19,F,Profesional,IIT,84.3,1360,1,NO,Perfil A,Si,0,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJFGD,AD19,F,Profesional,CIS,82,1320,1,NO,Perfil A,Si,0,0,20,6,Bajo,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJFGE,AD19,F,Profesional,AMC,86.9,1410,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFGF,AD19,M,Profesional,NEG,88,1330,1,NO,Perfil A,Si,0.45,0.25,20,4,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJFGG,AD19,F,Profesional,NEG,86,1280,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CHGJFGH,AD19,M,Profesional,ESC,84.3,1300,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFGI,AD19,M,Profesional,CIS,87,1230,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Si,Local,No aplica
CHGJFGJ,AD19,M,Profesional,NEG,89,1390,1,NO,Perfil A,Si,0.2,0.2,23,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJFGK,AD19,F,Profesional,NEG,83,1390,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHB,AD19,M,Profesional,CIS,99,1340,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHC,AD19,M,Profesional,IIT,90,1440,1,NO,Perfil A+,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHD,AD19,F,Profesional,IIT,90.7,1310,1,NO,Perfil A,No,0,0,21,4,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHE,AD19,F,Profesional,CIS,98,1390,1,NO,Perfil A+,No,0.55,0.25,18,4,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJFHF,AD19,M,Profesional,IBQ,87,1300,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHG,AD19,M,Profesional,CIS,82.7,1230,1,NO,Perfil A,No,0,0,21,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHH,AD19,F,Profesional,ESC,88,1340,1,NO,Perfil A,Si,0.35,0.25,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJFHI,AD19,F,Profesional,ESC,92,1360,1,NO,Perfil A,Si,0,0,17,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHJ,AD19,F,Profesional,ESC,93,1510,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFHK,AD19,M,Profesional,ESC,87,1410,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFIB,AD19,M,Profesional,NEG,89,1300,1,NO,Perfil A,Si,0,0,19,6,Bajo,Rural,No,No,Sin información,Foraneo Local,No aplica
CHGJFIC,AD19,M,Profesional,IBQ,81,1280,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJFID,AD19,F,Profesional,IIT,100,1250,1,NO,Perfil A,No,0,0,18,Sin información,Bajo,Urbano,No,Si,Sin información,Local,No aplica
CHGJFIE,AD19,F,Profesional,NEG,79.3,1290,1,NO,Perfil B,No,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFIF,AD19,M,Profesional,ESC,77,1310,1,NO,Perfil B,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFIG,AD19,M,Profesional,NEG,75,1400,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFIH,AD19,F,Profesional,CIS,87.95,1190,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJFII,AD19,F,Profesional,NEG,90.8,1190,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFIK,AD19,M,Profesional,AMC,86,1330,1,NO,Perfil A,Si,0.25,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJFJB,AD19,M,Profesional,IIT,83.5,1240,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CHGJFJC,AD19,F,Profesional,SLD,87,1260,1,NO,Perfil A,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFJD,AD19,F,Profesional,SLD,95,1460,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFJE,AD19,F,Profesional,SLD,93,1400,1,NO,Perfil A+,Si,0.2,0,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJFJF,AD19,M,Profesional,SLD,97,1450,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
CHGJFJG,AD19,F,Profesional,SLD,93.5,1460,1,NO,Perfil A+,No,0.55,0.25,18,4,Medio,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJFJH,AD19,F,Profesional,SLD,96,1390,1,NO,Perfil A+,No,0.35,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Local,No aplica
CHGJFJI,AD19,F,Profesional,SLD,99.7,1480,1,NO,Perfil A+,Si,0,0,17,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFJJ,AD19,F,Profesional,SLD,82,1240,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJFJK,AD19,F,Profesional,SLD,90.9,1220,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJFKB,AD19,F,Profesional,SLD,94,1530,1,NO,Perfil A+,Si,0.1,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Local,No aplica
CHGJGHK,AD19,M,Profesional,SLD,91,1400,1,NO,Perfil A+,Si,0.45,0.25,18,4,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJGID,AD19,M,Profesional,IIT,100,1400,1,NO,Perfil A+,Si,0.35,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJGIE,AD19,F,Profesional,ESC,91,1270,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Sin información,No,Si,Sin información,Foraneo Local,No aplica
CHGJGIF,AD19,F,Profesional,ICT,90,1310,1,NO,Perfil A,No,0,0,17,6,Medio,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJGIG,AD19,M,Profesional,IIT,89.1,1240,1,NO,Perfil A,Si,0,0.25,18,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJGIH,AD19,M,Profesional,CIS,80,1360,1,NO,Perfil A,No,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGII,AD19,F,Profesional,CIS,85,1310,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGIJ,AD19,M,Profesional,ICT,82,1230,1,NO,Perfil A,Si,0,0,19,4,Bajo,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJGIK,AD19,F,Profesional,IIT,89,1270,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGJB,AD19,F,Profesional,NEG,80.7,1270,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGJC,AD19,M,Profesional,NEG,83,1250,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGJD,AD19,F,Profesional,ICT,96,1290,1,NO,Perfil A,No,0,0,19,Sin información,Bajo,Urbano,No,Si,Sin información,Local,No aplica
CHGJGJE,AD19,F,Profesional,IBQ,84.2,1350,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CHGJGJF,AD19,F,Profesional,ESC,91,1170,1,NO,Perfil A,No,0,0,18,4,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJGJG,AD19,F,Profesional,IBQ,92.5,1300,1,NO,Perfil A,Si,0.2,0.2,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJGJH,AD19,M,Profesional,IIT,86,1360,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJGJI,AD19,F,Profesional,IIT,84,1230,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGJJ,AD19,F,Profesional,IBQ,87,1260,1,NO,Perfil A,No,0,0,21,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGJK,AD19,F,Profesional,CIS,75.7,1490,1,NO,Perfil B,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGKB,AD19,M,Profesional,ESC,77.5,1310,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJGKC,AD19,F,Profesional,IIT,96,1310,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Extranjero,No aplica
CHGJHEK,AD19,F,Profesional,IIT,92,1430,1,NO,Perfil A+,No,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHFB,AD19,F,Profesional,SLD,83,1370,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Local,No aplica
CHGJHFC,AD19,F,Profesional,SLD,96.9,1390,1,NO,Perfil A+,Si,0,0,21,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHFD,AD19,F,Profesional,SLD,93,1270,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Semiurbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHFE,AD19,F,Profesional,SLD,97,1420,1,NO,Perfil A+,Si,0.2,0,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHFF,AD19,M,Profesional,SLD,85,1300,1,NO,Perfil A,Si,0.2,0.2,18,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJHFG,AD19,F,Profesional,SLD,93,1310,1,NO,Perfil A,Si,0,0,21,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHFH,AD19,F,Profesional,SLD,94.5,1240,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHFI,AD19,F,Profesional,SLD,98.5,1420,1,NO,Perfil A+,Si,0.5,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHIK,AD19,M,Profesional,NEG,83,1330,1,NO,Perfil A,Si,0,0,20,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHJB,AD19,M,Profesional,NEG,93.5,1310,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHJC,AD19,M,Profesional,NEG,78,1340,1,NO,Perfil B,Si,0.8,0,23,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHJD,AD19,M,Profesional,IIT,96,1420,1,NO,Perfil A+,No,0,0,20,Sin información,Medio,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHJE,AD19,M,Profesional,IBQ,98,1400,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,No aplica
CHGJHJF,AD19,M,Profesional,IBQ,100,1300,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Rural,No,Si,Sin información,Local,No aplica
CHGJHJG,AD19,F,Profesional,IBQ,98,1230,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Rural,No,Si,Sin información,Local,No aplica
CHGJHJH,AD19,M,Profesional,IIT,90,1270,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHJI,AD19,F,Profesional,IBQ,94,1320,1,NO,Perfil A,Si,0.2,0.2,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHJJ,AD19,F,Profesional,IIT,100,1390,1,NO,Perfil A+,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHJK,AD19,F,Profesional,ESC,95.5,1490,1,NO,Perfil A+,Si,0.1,0.1,18,Sin información,Sin información,Urbano,Si,No,Si,Foraneo Local,No aplica
CHGJHKB,AD19,M,Profesional,AMC,83,1320,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHKC,AD19,M,Profesional,IIT,85.6,1460,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHKD,AD19,F,Profesional,CIS,88.3,1310,1,NO,Perfil A,Si,0.2,0.2,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHKE,AD19,F,Profesional,IIT,90,1370,1,NO,Perfil A+,No,0,0,20,Sin información,Sin información,Rural,No,Si,Sin información,Local,No aplica
CHGJHKF,AD19,F,Profesional,CIS,97,1350,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJHKG,AD19,F,Profesional,ESC,85,1180,1,NO,Perfil A,Si,0,0.25,20,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJHKH,AD19,F,Profesional,ESC,80,1180,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHKI,AD19,M,Profesional,ICI,86.5,1270,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,No aplica
CHGJHKJ,AD19,F,Profesional,ICT,96,1290,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJHKK,AD19,M,Profesional,IIT,94.8,1420,1,NO,Perfil A+,Si,0.55,0.25,23,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIBB,AD19,F,Profesional,NEG,100,1490,1,NO,Perfil A+,Si,0.2,0,19,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIBC,AD19,M,Profesional,NEG,87.1,1370,1,NO,Perfil A,No,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIBD,AD19,M,Profesional,NEG,91,1510,1,NO,Perfil A+,Si,0.2,0,20,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIBE,AD19,F,Profesional,NEG,97,1320,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIBF,AD19,M,Profesional,NEG,87.5,1480,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIBG,AD19,M,Profesional,IIT,81.4,1330,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIBH,AD19,F,Profesional,IIT,83,1220,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIBI,AD19,M,Profesional,CIS,87,1380,1,NO,Perfil A,Si,0.25,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIBJ,AD19,M,Profesional,NEG,96,1240,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Rural,No,No,Si,Local,No aplica
CHGJIBK,AD19,M,Profesional,CIS,83,1420,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Rural,No,No,Sin información,Local,No aplica
CHGJICB,AD19,M,Profesional,NEG,92,1200,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJICC,AD19,M,Profesional,CIS,100,1560,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Sin información,No,No,Sin información,Extranjero,No aplica
CHGJICD,AD19,M,Profesional,ESC,96,1360,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Local,No aplica
CHGJICE,AD19,M,Profesional,IIT,91,1330,1,NO,Perfil A,No,0.2,0.2,19,3,Bajo,Urbano,Si,No,Sin información,Local,No aplica
CHGJICF,AD19,M,Profesional,IBQ,94,1440,1,NO,Perfil A+,Si,0.2,0,18,Sin información,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJICG,AD19,M,Profesional,IIT,95.2,1210,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
CHGJICH,AD19,F,Profesional,SLD,95.6,1250,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJICI,AD19,F,Profesional,IBQ,81.5,1250,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJICJ,AD19,F,Profesional,ESC,92,1210,1,NO,Perfil A,No,0,0,18,4,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJICK,AD19,M,Profesional,ESC,75,1280,1,NO,Perfil B,No,0,0,22,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIDB,AD19,M,Profesional,ESC,83,1290,1,NO,Perfil A,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIDE,AD19,F,Profesional,NEG,83.14,1250,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIDF,AD19,F,Profesional,NEG,82,1190,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIDG,AD19,F,Profesional,SLD,87.5,1330,1,NO,Perfil A,Si,0.1,0.1,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIDH,AD19,M,Profesional,SLD,97,1410,1,NO,Perfil A+,Si,0.2,0,18,5,Bajo,Rural,Si,Si,Sin información,Local,No aplica
CHGJIDI,AD19,F,Profesional,SLD,82.5,1260,1,NO,Perfil A,No,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIDJ,AD19,F,Profesional,SLD,89.3,1370,1,NO,Perfil A,Si,0.2,0.2,20,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIDK,AD19,F,Profesional,SLD,93.4,1290,1,NO,Perfil A,No,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIEB,AD19,F,Profesional,SLD,93,1480,1,NO,Perfil A+,No,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIEC,AD19,F,Profesional,SLD,99.8,1370,1,NO,Perfil A+,No,0.2,0,18,3,Medio,Semiurbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIED,AD19,F,Profesional,ESC,90,1390,1,NO,Perfil A+,Si,0,0,19,4,Medio,Rural,No,No,Sin información,Foraneo Local,No aplica
CHGJIEG,AD19,F,Profesional,NEG,86,1300,1,NO,Perfil A,Si,0.45,0.25,20,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIEH,AD19,F,Profesional,IIT,81,1350,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CHGJIEI,AD19,F,Profesional,IIT,90,1420,1,NO,Perfil A+,No,0,0,18,4,Bajo,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJIEJ,AD19,F,Profesional,IIT,94,1510,1,NO,Perfil A+,Si,0.2,0,17,Sin información,Sin información,Rural,Si,No,Sin información,Foraneo Local,No aplica
CHGJIEK,AD19,F,Profesional,IIT,97,1380,1,NO,Perfil A+,Si,0.55,0.25,17,Sin información,Medio,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIFB,AD19,F,Profesional,IIT,96,1360,1,NO,Perfil A+,No,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Local,No aplica
CHGJIFC,AD19,M,Profesional,ICT,92,1450,1,NO,Perfil A+,Si,0.55,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIFD,AD19,F,Profesional,IBQ,89.3,1360,1,NO,Perfil A,Si,0.55,0.25,19,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIFE,AD19,M,Profesional,ESC,92,1290,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIFF,AD19,M,Profesional,IIT,85.8,1280,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIFG,AD19,M,Profesional,IIT,87,1540,1,NO,Perfil A,Si,0.15,0.15,18,Sin información,Sin información,Urbano,Si,No,No,Foraneo Local,No aplica
CHGJIFH,AD19,F,Profesional,AMC,90,1240,1,NO,Perfil A,No,0,0.25,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIFI,AD19,F,Profesional,IBQ,97.5,1260,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIFJ,AD19,F,Profesional,CIS,86.7,1170,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJIFK,AD19,F,Profesional,AMC,93.2,1250,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIGB,AD19,M,Profesional,CIS,92,1360,1,NO,Perfil A+,Si,0.55,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIGC,AD19,M,Profesional,ICI,86,1190,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Sin información,No,No,Sin información,Extranjero,No aplica
CHGJIGD,AD19,F,Profesional,IBQ,82.5,1370,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIGE,AD19,F,Profesional,CIS,90,1210,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIGF,AD19,F,Profesional,ESC,84,1180,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIGG,AD19,F,Profesional,NEG,93,1270,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIGH,AD19,F,Profesional,ESC,94,1190,1,NO,Perfil A,No,0,0.25,19,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIGI,AD19,M,Profesional,IBQ,93,1360,1,NO,Perfil A+,No,0.2,0.2,19,4,Medio,Urbano,Si,No,Sin información,Local,No aplica
CHGJIGJ,AD19,M,Profesional,ESC,80,1290,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIGK,AD19,M,Profesional,IIT,86,1440,1,NO,Perfil A,Si,0.2,0.2,21,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIHB,AD19,M,Profesional,IBQ,85.99,1480,1,NO,Perfil A,Si,0.1,0.1,20,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIHC,AD19,M,Profesional,IIT,82,1260,1,NO,Perfil A,No,0,0,19,4,Bajo,Urbano,No,No,Sin información,Local,No aplica
CHGJIHD,AD19,M,Profesional,IIT,94,1330,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJIHE,AD19,F,Profesional,IBQ,100,1420,1,NO,Perfil A+,No,0.45,0.25,18,6,Bajo,Urbano,Si,Si,Si,Foraneo Local,No aplica
CHGJIHF,AD19,M,Profesional,IIT,87,1320,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Local,No aplica
CHGJIHG,AD19,F,Profesional,IIT,95.9,1310,1,NO,Perfil A,Si,0,0,19,7,Medio,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIHH,AD19,M,Profesional,IIT,82.12,1250,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIHI,AD19,M,Profesional,IIT,82.7,1200,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIHJ,AD19,M,Profesional,AMC,88,1360,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,No aplica
CHGJIHK,AD19,F,Profesional,ESC,82,1360,1,NO,Perfil A,Si,0,0,18,7,Medio,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIIB,AD19,M,Profesional,IBQ,97,1390,1,NO,Perfil A+,No,0.1,0.1,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIIC,AD19,F,Profesional,IBQ,87,1430,1,NO,Perfil A,No,0,0,20,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
