Folio,Periodo,Genero,Nivel,Entrada,PNA,PAA,Admitido,PrepaTEC,Perfil,Inscrito,P_Beca,P_Prestamo,Edad,Nivel_SE,Rezago,Tipo_Zona,Solicitud_B,FGS,Papas_Exatec,Foraneo,Intencion
CHGJIID,AD19,M,Profesional,ICT,85.4,1220,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIIE,AD19,M,Profesional,IIT,92.1,1520,1,NO,Perfil A+,Si,0.2,0.2,22,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIIF,AD19,F,Profesional,IIT,94,1310,1,NO,Perfil A,No,0.15,0.15,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIIG,AD19,M,Profesional,ESC,82,1410,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIIH,AD19,M,Profesional,NEG,93.1,1440,1,NO,Perfil A+,Si,0.45,0.25,24,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIII,AD19,F,Profesional,NEG,85,1330,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIIJ,AD19,M,Profesional,IBQ,86.6,1300,1,NO,Perfil A,No,0.9,0,19,Sin información,Sin información,Urbano,Si,No,Si,Foraneo Local,No aplica
CHGJIIK,AD19,F,Profesional,ICI,89.5,1260,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIJB,AD19,F,Profesional,NEG,87,1320,1,NO,Perfil A,Si,0.1,0.1,19,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIJC,AD19,F,Profesional,CIS,93,1190,1,NO,Perfil A,Si,0,0.25,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJIJD,AD19,F,Profesional,IBQ,84,1310,1,NO,Perfil A,Si,0,0.25,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIJE,AD19,M,Profesional,ICT,79.5,1300,1,NO,Perfil B,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIJF,AD19,F,Profesional,IBQ,91.4,1150,1,NO,Perfil B,Si,0,0.25,20,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIJG,AD19,F,Profesional,ESC,77,1330,1,NO,Perfil B,No,0,0,22,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJIJH,AD19,M,Profesional,NEG,75.7,1420,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIJI,AD19,M,Profesional,IIT,87.5,1140,1,NO,Perfil B,Si,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIJJ,AD19,F,Profesional,NEG,88.1,1390,1,NO,Perfil A,Si,0.25,0.25,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIJK,AD19,F,Profesional,CIS,87.2,1130,1,NO,Perfil B,Si,0.9,0,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJIKB,AD19,F,Profesional,AMC,84.1,1450,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIKC,AD19,F,Profesional,SLD,82.2,1240,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIKD,AD19,F,Profesional,SLD,87.8,1240,1,NO,Perfil A,No,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJIKE,AD19,M,Profesional,SLD,96,1320,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJFK,AD19,M,Profesional,AMC,79,1320,1,NO,Perfil B,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJGB,AD19,M,Profesional,CIS,79.7,1350,1,NO,Perfil B,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJGC,AD19,F,Profesional,NEG,77,1290,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJGD,AD19,F,Profesional,CIS,95.5,1210,1,NO,Perfil A,Si,0.7,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJJGE,AD19,F,Profesional,ESC,82,1350,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CHGJJGF,AD19,M,Profesional,IIT,89,1170,1,NO,Perfil A,No,0,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJJGG,AD19,F,Profesional,NEG,85,1310,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJGH,AD19,F,Profesional,NEG,99,1270,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJGI,AD19,F,Profesional,SLD,93.5,1300,1,NO,Perfil A,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJGJ,AD19,F,Profesional,SLD,84.5,1310,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJHH,AD19,F,Profesional,IBQ,83,1310,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJHI,AD19,F,Profesional,IIT,89,1430,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJHJ,AD19,M,Profesional,ICT,83.1,1400,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJHK,AD19,M,Profesional,ESC,82,1230,1,NO,Perfil A,Si,0,0,18,4,Bajo,Rural,No,Si,Sin información,Foraneo Local,No aplica
CHGJJIB,AD19,F,Profesional,IBQ,80.89,1290,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJIC,AD19,M,Profesional,NEG,85,1410,1,NO,Perfil A,No,0.1,0.1,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJJID,AD19,M,Profesional,IIT,78.6,1320,1,NO,Perfil B,Si,0.7,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJJIE,AD19,M,Profesional,IIT,79.5,1380,1,NO,Perfil B,No,0,0,19,Sin información,Bajo,Semiurbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJIF,AD19,M,Profesional,IIT,83.3,1210,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJIG,AD19,F,Profesional,ESC,92,1300,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJIH,AD19,F,Profesional,ESC,96,1440,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Local,No aplica
CHGJJII,AD19,M,Profesional,IIT,90,1440,1,NO,Perfil A+,No,0.55,0.25,21,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJJIJ,AD19,M,Profesional,ESC,81.6,1450,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJIK,AD19,F,Profesional,AMC,84,1300,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJJB,AD19,F,Profesional,IIT,90,1230,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJJC,AD19,M,Profesional,IIT,90,1370,1,NO,Perfil A+,Si,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJJD,AD19,M,Profesional,IIT,93.7,1430,1,NO,Perfil A+,No,0.35,0.25,19,7,Bajo,Urbano,Si,No,Sin información,Local,No aplica
CHGJJJE,AD19,M,Profesional,CIS,83,1250,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJJF,AD19,F,Profesional,IIT,93,1350,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJJG,AD19,M,Profesional,NEG,80,1360,1,NO,Perfil A,Si,0,0,20,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJJH,AD19,F,Profesional,NEG,81.6,1200,1,NO,Perfil A,Si,0,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJJJI,AD19,F,Profesional,IBQ,99,1410,1,NO,Perfil A+,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJJJ,AD19,M,Profesional,IBQ,97,1370,1,NO,Perfil A+,Si,0,0,19,Sin información,Sin información,Semiurbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJJK,AD19,M,Profesional,ICT,88,1310,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJKB,AD19,M,Profesional,ICI,87.6,1520,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJKC,AD19,M,Profesional,ICT,98,1270,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJKD,AD19,M,Profesional,IIT,88,1290,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJKE,AD19,M,Profesional,CIS,88.4,1340,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJKF,AD19,M,Profesional,ESC,89,1240,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJKG,AD19,F,Profesional,ESC,92,1410,1,NO,Perfil A+,Si,0.45,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJJKH,AD19,M,Profesional,ICI,93,1410,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJKI,AD19,M,Profesional,IIT,79,1290,1,NO,Perfil B,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJJKJ,AD19,F,Profesional,ESC,81,1250,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJJKK,AD19,F,Profesional,IIT,78.3,1420,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKBB,AD19,M,Profesional,IBQ,77.6,1300,1,NO,Perfil B,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKBC,AD19,M,Profesional,ICI,75.5,1410,1,NO,Perfil B,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKBD,AD19,F,Profesional,NEG,90.5,1130,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKBE,AD19,M,Profesional,IIT,89,1400,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKBF,AD19,M,Profesional,ICT,88,1240,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKBG,AD19,F,Profesional,NEG,90,1150,1,NO,Perfil B,Si,0,0.25,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJKEI,AD19,F,Profesional,SLD,96,1400,1,NO,Perfil A+,Si,0.35,0,19,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CHGJKEJ,AD19,F,Profesional,NEG,81.9,1270,1,NO,Perfil A,Si,0,0,19,4,Bajo,Rural,No,No,Sin información,Foraneo Local,No aplica
CHGJKFH,AD19,M,Profesional,NEG,86,1310,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Extranjero,No aplica
CHGJKFI,AD19,M,Profesional,IBQ,89.5,1220,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKFJ,AD19,M,Profesional,ICT,76,1430,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKGC,AD19,M,Profesional,IIT,73.5,1450,1,NO,Perfil C,Si,0,0,18,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,No aplica
CHGJKGD,AD19,M,Profesional,IIT,94.5,1460,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKGE,AD19,M,Profesional,NEG,83.3,1220,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKGF,AD19,F,Profesional,ESC,94,1220,1,NO,Perfil A,Si,0,0,17,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKGG,AD19,F,Profesional,IIT,94.7,1270,1,NO,Perfil A,Si,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKGH,AD19,F,Profesional,NEG,84.2,1240,1,NO,Perfil A,No,0,0,19,4,Medio,Urbano,No,No,Sin información,Local,No aplica
CHGJKGI,AD19,M,Profesional,IBQ,90,1300,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKGJ,AD19,M,Profesional,NEG,84,1170,1,NO,Perfil A,Si,0.9,0,19,4,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CHGJKGK,AD19,F,Profesional,AMC,89,1220,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKHB,AD19,F,Profesional,CIS,83,1260,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKHC,AD19,F,Profesional,IBQ,94,1390,1,NO,Perfil A+,Si,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKHD,AD19,M,Profesional,AMC,89,1300,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKHE,AD19,F,Profesional,IIT,91,1170,1,NO,Perfil A,No,0,0,21,4,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKHF,AD19,M,Profesional,ICT,86,1290,1,NO,Perfil A,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Local,No aplica
CHGJKHG,AD19,M,Profesional,NEG,89.7,1530,1,NO,Perfil A,No,0,0,23,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKHH,AD19,M,Profesional,NEG,84.1,1280,1,NO,Perfil A,Si,0,0,22,6,Bajo,Rural,No,No,Sin información,Foraneo Local,No aplica
CHGJKHI,AD19,F,Profesional,CIS,84,1380,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKHJ,AD19,F,Profesional,CIS,90,1250,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKHK,AD19,M,Profesional,ICT,85,1440,1,NO,Perfil A,Si,0,0,23,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKIB,AD19,M,Profesional,IIT,83,1320,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,No aplica
CHGJKIC,AD19,F,Profesional,ESC,85,1190,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKID,AD19,M,Profesional,ICI,86.2,1490,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKIE,AD19,F,Profesional,ESC,90.3,1220,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKIF,AD19,M,Profesional,NEG,97.6,1320,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKIG,AD19,M,Profesional,IIT,96.6,1360,1,NO,Perfil A+,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKIH,AD19,M,Profesional,NEG,84,1170,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKII,AD19,M,Profesional,IBQ,92,1240,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKIJ,AD19,F,Profesional,NEG,92,1130,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CHGJKIK,AD19,M,Profesional,NEG,77,1400,1,NO,Perfil B,Si,0,0,19,Sin información,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGJKJB,AD19,M,Profesional,NEG,76,1310,1,NO,Perfil B,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,No aplica
CHGJKJC,AD19,F,Profesional,CIS,77,1340,1,NO,Perfil B,No,0,0,25,Sin información,Sin información,Urbano,No,Si,Si,Foraneo Local,No aplica
CHGJKJD,AD19,M,Profesional,ICT,75.9,1430,1,NO,Perfil B,No,0,0,24,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHGJKJE,AD19,M,Profesional,NEG,75.3,1370,1,NO,Perfil B,Si,0,0,18,7,Bajo,Urbano,No,No,No,Foraneo Local,No aplica
CHGJKJF,AD19,F,Profesional,NEG,94,1150,1,NO,Perfil B,Si,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CHGKBDH,AD19,F,Profesional,SLD,93.5,1340,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,NA,Sin información,Foraneo Local,No aplica
CHGKBDI,AD19,M,Profesional,SLD,91.7,1450,1,NO,Perfil A+,Si,0,0,23,Sin información,Sin información,Urbano,No,NA,No,Foraneo Local,No aplica
CHGKBDJ,AD19,F,Profesional,SLD,87,1200,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,NA,Sin información,Foraneo Local,No aplica
CHGKBDK,AD19,M,Profesional,SLD,99,1500,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,NA,Sin información,Foraneo Local,No aplica
CHGKBEB,AD19,F,Profesional,SLD,100,1470,1,NO,Perfil A+,Si,0,0,18,Sin información,Sin información,Urbano,No,NA,Sin información,Foraneo Local,No aplica
CHGKBEE,AD19,M,Profesional,ICI,85,1480,1,NO,Perfil A,No,0,0,21,Sin información,Sin información,Sin información,No,NA,Sin información,Extranjero,No aplica
CHGKBEG,AD19,F,Profesional,SLD,84.8,1310,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,NA,Sin información,Foraneo Local,No aplica
CHGKBEI,AD19,M,Profesional,NEG,88,1180,1,NO,Perfil A,Si,0,0,29,Sin información,Sin información,Urbano,No,NA,Sin información,Extranjero,No aplica
CHIGHCJ,AD19,M,Profesional,IIT,84.14,1410,1,NO,Perfil A,No,0,0,24,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHIHKBG,AD19,M,Profesional,ESC,85.64,1290,1,SI,NC,Si,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,No
CHIJHCB,AD19,M,Profesional,CIS,88.65,1270,1,NO,Perfil A,Si,0,0,23,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CHIKKEK,AD19,F,Profesional,NEG,79.7,1290,1,NO,Perfil B,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CIBBCDG,AD19,M,Profesional,IIT,85,1270,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CIBBCID,AD19,M,Profesional,CIS,86.3,,1,SI,NC,No,0,0,19,Sin información,Sin información,Semiurbano,No,No,Si,Local,No
CIBBCJE,AD19,M,Profesional,CIS,92.13,1371,1,SI,Perfil A+,No,0,0,20,Sin información,Sin información,Semiurbano,Si,No,Sin información,Local,No
CIBBDIJ,AD19,M,Profesional,IBQ,89.62,1477,1,SI,NC,No,0.2,0,21,4,Bajo,Urbano,Si,No,Sin información,Local,Si
CIBBEGK,AD19,F,Profesional,AMC,93.11,1410,1,SI,Perfil A+,Si,0.4,0,20,7,Bajo,Urbano,Si,No,Sin información,Local,No
CIBBEKF,AD19,F,Profesional,ESC,89.32,,1,SI,NC,Si,0,0,20,4,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CIBBFDD,AD19,M,Profesional,NEG,82.9,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,Sin informacion
CIBBFIK,AD19,M,Profesional,NEG,88,1413,1,NO,Perfil A,Si,0.7,0,20,7,Bajo,Urbano,Si,Si,Sin información,Local,No aplica
CIBBFKD,AD19,M,Profesional,NEG,83.2,,1,SI,NC,Si,0,0,21,7,Bajo,Urbano,No,No,Sin información,Local,Si
CIBBFKE,AD19,F,Profesional,IIT,84.67,,1,SI,NC,Si,0,0,20,Sin información,Bajo,Rural,No,No,Sin información,Local,No
CIBBGBJ,AD19,M,Profesional,NEG,80.214,,1,SI,NC,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Si
CIBBGCF,AD19,M,Profesional,IIT,83.25,1420,1,SI,NC,Si,0,0.25,19,Sin información,Bajo,Urbano,No,Si,Sin información,Local,Sin informacion
CIBBGGH,AD19,M,Profesional,ESC,89.86,,1,SI,NC,Si,0.35,0.25,20,Sin información,Sin información,Rural,Si,No,Sin información,Foraneo Local,Si
CIBBGKB,AD19,F,Profesional,CIS,90.51,1469,1,SI,Perfil A+,Si,0.4,0.2,20,Sin información,Sin información,Semiurbano,Si,No,Sin información,Local,Si
CIBBHEG,AD19,F,Profesional,NEG,84.11,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Local,No
CIBBIBF,AD19,M,Profesional,ICT,93.41,1347,1,SI,Perfil A+,No,0,0,20,7,Alto,Urbano,No,No,Sin información,Foraneo Local,Si
CIBBIFB,AD19,F,Profesional,ESC,94.46,1330,1,SI,Perfil A+,No,0,0,21,7,Bajo,Urbano,No,Si,Sin información,Local,Si
CIBBIGE,AD19,M,Profesional,ICT,86.52,1440,1,NO,Perfil A,Si,0,0,19,4,Medio,Urbano,No,No,Sin información,Foraneo Local,No aplica
CIBBIGF,AD19,M,Profesional,AMC,83.61,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Semiurbano,No,No,Sin información,Local,Sin informacion
CIBBJKB,AD19,M,Profesional,ESC,83,1310,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Semiurbano,No,Si,Sin información,Local,No aplica
CIBBJKI,AD19,F,Profesional,NEG,85.83,1242,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
CIBBKDC,AD19,M,Profesional,NEG,81.16,,1,SI,NC,Si,0,0,20,7,Bajo,Urbano,No,No,No,Local,Si
CIBBKDI,AD19,M,Profesional,IIT,80.69,,1,SI,NC,Si,0,0,21,Sin información,Sin información,Semiurbano,No,No,Si,Local,Sin informacion
CIBBKEB,AD19,M,Profesional,IIT,79.58,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Semiurbano,No,No,Sin información,Local,No
CIBBKGE,AD19,F,Profesional,IBQ,88.53,,1,SI,NC,Si,0.2,0.2,19,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CIBBKID,AD19,F,Profesional,IIT,86.34,,1,SI,NC,Si,0,0,20,7,Bajo,Urbano,No,No,Sin información,Local,Sin informacion
CIBCBJK,AD19,F,Profesional,NEG,90.18,,1,SI,Perfil A+,Si,0,0,20,7,Bajo,Urbano,No,No,Sin información,Local,Si
CIBCCBD,AD19,F,Profesional,AMC,88.74,,1,SI,NC,No,0,0,20,7,Bajo,Urbano,No,No,Sin información,Local,No
CIBCCFK,AD19,F,Profesional,SLD,86.46,1520,1,SI,NC,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,Si
CIBCCJJ,AD19,M,Profesional,NEG,85.57,,1,SI,NC,Si,0,0.25,20,6,Bajo,Urbano,Si,Si,Sin información,Local,No
